pair_id,team_low_code,team_high_code,team_low_name,team_high_name,verification_status,source,source_status,evidence_url,match_count,checked_at
alg-cze,ALG,CZE,阿尔及利亚,捷克,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/algeria/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
alg-cze,ALG,CZE,阿尔及利亚,捷克,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te13940/algeria/record-opponent/,0,2026-05-20T06:23:57.054Z
alg-cze,ALG,CZE,阿尔及利亚,捷克,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/3/2026/Algeria.html,0,2026-05-20T06:32:28.682Z
alg-ecu,ALG,ECU,阿尔及利亚,厄瓜多尔,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:34:26.300Z
alg-ecu,ALG,ECU,阿尔及利亚,厄瓜多尔,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/algeria/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
alg-ecu,ALG,ECU,阿尔及利亚,厄瓜多尔,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te13940/algeria/record-opponent/,0,2026-05-20T06:23:57.054Z
alg-ecu,ALG,ECU,阿尔及利亚,厄瓜多尔,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/3/2026/Algeria.html,0,2026-05-20T06:34:18.397Z
alg-hai,ALG,HAI,阿尔及利亚,海地,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.912Z
alg-hai,ALG,HAI,阿尔及利亚,海地,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/algeria/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
alg-hai,ALG,HAI,阿尔及利亚,海地,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te13940/algeria/record-opponent/,0,2026-05-20T06:23:57.054Z
alg-hai,ALG,HAI,阿尔及利亚,海地,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/3/2026/Algeria.html,0,2026-05-20T06:32:28.682Z
alg-ned,ALG,NED,阿尔及利亚,荷兰,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.913Z
alg-ned,ALG,NED,阿尔及利亚,荷兰,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/algeria/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
alg-ned,ALG,NED,阿尔及利亚,荷兰,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te13940/algeria/record-opponent/,0,2026-05-20T06:23:57.054Z
alg-ned,ALG,NED,阿尔及利亚,荷兰,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/3/2026/Algeria.html,0,2026-05-20T06:32:28.682Z
alg-nor,ALG,NOR,阿尔及利亚,挪威,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.913Z
alg-nor,ALG,NOR,阿尔及利亚,挪威,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/algeria/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
alg-nor,ALG,NOR,阿尔及利亚,挪威,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te13940/algeria/record-opponent/,0,2026-05-20T06:23:57.054Z
alg-nor,ALG,NOR,阿尔及利亚,挪威,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/3/2026/Algeria.html,0,2026-05-20T06:32:28.682Z
alg-nzl,ALG,NZL,阿尔及利亚,新西兰,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.913Z
alg-nzl,ALG,NZL,阿尔及利亚,新西兰,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/algeria/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
alg-nzl,ALG,NZL,阿尔及利亚,新西兰,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te13940/algeria/record-opponent/,0,2026-05-20T06:23:57.054Z
alg-nzl,ALG,NZL,阿尔及利亚,新西兰,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/3/2026/Algeria.html,0,2026-05-20T06:32:28.682Z
alg-pan,ALG,PAN,阿尔及利亚,巴拿马,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.914Z
alg-pan,ALG,PAN,阿尔及利亚,巴拿马,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/algeria/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
alg-pan,ALG,PAN,阿尔及利亚,巴拿马,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te13940/algeria/record-opponent/,0,2026-05-20T06:23:57.054Z
alg-pan,ALG,PAN,阿尔及利亚,巴拿马,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/3/2026/Algeria.html,0,2026-05-20T06:32:28.682Z
alg-par,ALG,PAR,阿尔及利亚,巴拉圭,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:34:26.300Z
alg-par,ALG,PAR,阿尔及利亚,巴拉圭,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/algeria/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
alg-par,ALG,PAR,阿尔及利亚,巴拉圭,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te13940/algeria/record-opponent/,0,2026-05-20T06:23:57.054Z
alg-par,ALG,PAR,阿尔及利亚,巴拉圭,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/3/2026/Algeria.html,0,2026-05-20T06:34:18.397Z
alg-sco,ALG,SCO,阿尔及利亚,苏格兰,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.915Z
alg-sco,ALG,SCO,阿尔及利亚,苏格兰,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/algeria/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
alg-sco,ALG,SCO,阿尔及利亚,苏格兰,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te13940/algeria/record-opponent/,0,2026-05-20T06:23:57.054Z
alg-sco,ALG,SCO,阿尔及利亚,苏格兰,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/3/2026/Algeria.html,0,2026-05-20T06:32:28.682Z
alg-uzb,ALG,UZB,阿尔及利亚,乌兹别克斯坦,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.915Z
alg-uzb,ALG,UZB,阿尔及利亚,乌兹别克斯坦,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/algeria/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
alg-uzb,ALG,UZB,阿尔及利亚,乌兹别克斯坦,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te13940/algeria/record-opponent/,0,2026-05-20T06:23:57.054Z
alg-uzb,ALG,UZB,阿尔及利亚,乌兹别克斯坦,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/3/2026/Algeria.html,0,2026-05-20T06:32:28.682Z
arg-cod,ARG,COD,阿根廷,刚果（金）,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:34:26.301Z
arg-cod,ARG,COD,阿根廷,刚果（金）,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/argentina/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
arg-cod,ARG,COD,阿根廷,刚果（金）,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te118/argentina/record-opponent/,0,2026-05-20T06:23:57.054Z
arg-cod,ARG,COD,阿根廷,刚果（金）,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/9/2026/Argentina.html,0,2026-05-20T06:34:18.397Z
arg-cpv,ARG,CPV,阿根廷,佛得角,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:34:26.301Z
arg-cpv,ARG,CPV,阿根廷,佛得角,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/argentina/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
arg-cpv,ARG,CPV,阿根廷,佛得角,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te118/argentina/record-opponent/,0,2026-05-20T06:23:57.054Z
arg-cpv,ARG,CPV,阿根廷,佛得角,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/9/2026/Argentina.html,0,2026-05-20T06:34:18.397Z
arg-cze,ARG,CZE,阿根廷,捷克,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:34:26.301Z
arg-cze,ARG,CZE,阿根廷,捷克,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/argentina/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
arg-cze,ARG,CZE,阿根廷,捷克,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te118/argentina/record-opponent/,0,2026-05-20T06:23:57.054Z
arg-cze,ARG,CZE,阿根廷,捷克,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/9/2026/Argentina.html,0,2026-05-20T06:34:18.397Z
arg-jor,ARG,JOR,阿根廷,约旦,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:34:26.299Z
arg-jor,ARG,JOR,阿根廷,约旦,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/argentina/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
arg-jor,ARG,JOR,阿根廷,约旦,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te118/argentina/record-opponent/,0,2026-05-20T06:23:57.054Z
arg-jor,ARG,JOR,阿根廷,约旦,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/9/2026/Argentina.html,0,2026-05-20T06:34:18.397Z
arg-nzl,ARG,NZL,阿根廷,新西兰,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:34:26.302Z
arg-nzl,ARG,NZL,阿根廷,新西兰,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/argentina/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
arg-nzl,ARG,NZL,阿根廷,新西兰,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te118/argentina/record-opponent/,0,2026-05-20T06:23:57.054Z
arg-nzl,ARG,NZL,阿根廷,新西兰,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/9/2026/Argentina.html,0,2026-05-20T06:34:18.397Z
arg-sen,ARG,SEN,阿根廷,塞内加尔,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:34:26.302Z
arg-sen,ARG,SEN,阿根廷,塞内加尔,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/argentina/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
arg-sen,ARG,SEN,阿根廷,塞内加尔,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te118/argentina/record-opponent/,0,2026-05-20T06:23:57.054Z
arg-sen,ARG,SEN,阿根廷,塞内加尔,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/9/2026/Argentina.html,0,2026-05-20T06:34:18.397Z
arg-tur,ARG,TUR,阿根廷,土耳其,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:34:26.303Z
arg-tur,ARG,TUR,阿根廷,土耳其,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/argentina/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
arg-tur,ARG,TUR,阿根廷,土耳其,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te118/argentina/record-opponent/,0,2026-05-20T06:23:57.054Z
arg-tur,ARG,TUR,阿根廷,土耳其,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/9/2026/Argentina.html,0,2026-05-20T06:34:18.397Z
arg-uzb,ARG,UZB,阿根廷,乌兹别克斯坦,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:34:26.303Z
arg-uzb,ARG,UZB,阿根廷,乌兹别克斯坦,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/argentina/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
arg-uzb,ARG,UZB,阿根廷,乌兹别克斯坦,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te118/argentina/record-opponent/,0,2026-05-20T06:23:57.054Z
arg-uzb,ARG,UZB,阿根廷,乌兹别克斯坦,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/9/2026/Argentina.html,0,2026-05-20T06:34:18.397Z
aus-aut,AUS,AUT,澳大利亚,奥地利,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.918Z
aus-aut,AUS,AUT,澳大利亚,奥地利,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/australia/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
aus-aut,AUS,AUT,澳大利亚,奥地利,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te172/australia/record-opponent/,0,2026-05-20T06:23:57.054Z
aus-aut,AUS,AUT,澳大利亚,奥地利,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/12/2026/Australia.html,0,2026-05-20T06:32:28.682Z
aus-bih,AUS,BIH,澳大利亚,波黑,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.918Z
aus-bih,AUS,BIH,澳大利亚,波黑,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/australia/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
aus-bih,AUS,BIH,澳大利亚,波黑,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te172/australia/record-opponent/,0,2026-05-20T06:23:57.054Z
aus-bih,AUS,BIH,澳大利亚,波黑,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/12/2026/Australia.html,0,2026-05-20T06:32:28.682Z
aus-civ,AUS,CIV,澳大利亚,科特迪瓦,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.918Z
aus-civ,AUS,CIV,澳大利亚,科特迪瓦,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/australia/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
aus-civ,AUS,CIV,澳大利亚,科特迪瓦,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te172/australia/record-opponent/,0,2026-05-20T06:23:57.054Z
aus-civ,AUS,CIV,澳大利亚,科特迪瓦,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/12/2026/Australia.html,0,2026-05-20T06:32:28.682Z
aus-cod,AUS,COD,澳大利亚,刚果（金）,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.919Z
aus-cod,AUS,COD,澳大利亚,刚果（金）,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/australia/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
aus-cod,AUS,COD,澳大利亚,刚果（金）,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te172/australia/record-opponent/,0,2026-05-20T06:23:57.054Z
aus-cod,AUS,COD,澳大利亚,刚果（金）,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/12/2026/Australia.html,0,2026-05-20T06:32:28.682Z
aus-cpv,AUS,CPV,澳大利亚,佛得角,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.919Z
aus-cpv,AUS,CPV,澳大利亚,佛得角,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/australia/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
aus-cpv,AUS,CPV,澳大利亚,佛得角,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te172/australia/record-opponent/,0,2026-05-20T06:23:57.054Z
aus-cpv,AUS,CPV,澳大利亚,佛得角,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/12/2026/Australia.html,0,2026-05-20T06:32:28.682Z
aus-hai,AUS,HAI,澳大利亚,海地,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.919Z
aus-hai,AUS,HAI,澳大利亚,海地,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/australia/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
aus-hai,AUS,HAI,澳大利亚,海地,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te172/australia/record-opponent/,0,2026-05-20T06:23:57.054Z
aus-hai,AUS,HAI,澳大利亚,海地,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/12/2026/Australia.html,0,2026-05-20T06:32:28.682Z
aus-pan,AUS,PAN,澳大利亚,巴拿马,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.920Z
aus-pan,AUS,PAN,澳大利亚,巴拿马,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/australia/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
aus-pan,AUS,PAN,澳大利亚,巴拿马,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te172/australia/record-opponent/,0,2026-05-20T06:23:57.054Z
aus-pan,AUS,PAN,澳大利亚,巴拿马,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/12/2026/Australia.html,0,2026-05-20T06:32:28.682Z
aus-por,AUS,POR,澳大利亚,葡萄牙,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.920Z
aus-por,AUS,POR,澳大利亚,葡萄牙,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/australia/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
aus-por,AUS,POR,澳大利亚,葡萄牙,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te172/australia/record-opponent/,0,2026-05-20T06:23:57.054Z
aus-por,AUS,POR,澳大利亚,葡萄牙,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/12/2026/Australia.html,0,2026-05-20T06:32:28.682Z
aus-sen,AUS,SEN,澳大利亚,塞内加尔,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.920Z
aus-sen,AUS,SEN,澳大利亚,塞内加尔,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/australia/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
aus-sen,AUS,SEN,澳大利亚,塞内加尔,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te172/australia/record-opponent/,0,2026-05-20T06:23:57.054Z
aus-sen,AUS,SEN,澳大利亚,塞内加尔,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/12/2026/Australia.html,0,2026-05-20T06:32:28.682Z
aut-cod,AUT,COD,奥地利,刚果（金）,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.921Z
aut-cod,AUT,COD,奥地利,刚果（金）,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/austria/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
aut-cod,AUT,COD,奥地利,刚果（金）,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te1438/austria/record-opponent/,0,2026-05-20T06:23:57.054Z
aut-cod,AUT,COD,奥地利,刚果（金）,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/13/2026/Austria.html,0,2026-05-20T06:32:28.682Z
aut-col,AUT,COL,奥地利,哥伦比亚,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:34:26.303Z
aut-col,AUT,COL,奥地利,哥伦比亚,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/austria/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
aut-col,AUT,COL,奥地利,哥伦比亚,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te1438/austria/record-opponent/,0,2026-05-20T06:23:57.054Z
aut-col,AUT,COL,奥地利,哥伦比亚,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/13/2026/Austria.html,0,2026-05-20T06:34:18.397Z
aut-cpv,AUT,CPV,奥地利,佛得角,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.921Z
aut-cpv,AUT,CPV,奥地利,佛得角,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/austria/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
aut-cpv,AUT,CPV,奥地利,佛得角,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te1438/austria/record-opponent/,0,2026-05-20T06:23:57.054Z
aut-cpv,AUT,CPV,奥地利,佛得角,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/13/2026/Austria.html,0,2026-05-20T06:32:28.682Z
aut-cuw,AUT,CUW,奥地利,库拉索,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.922Z
aut-cuw,AUT,CUW,奥地利,库拉索,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/austria/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
aut-cuw,AUT,CUW,奥地利,库拉索,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te1438/austria/record-opponent/,0,2026-05-20T06:23:57.054Z
aut-cuw,AUT,CUW,奥地利,库拉索,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/13/2026/Austria.html,0,2026-05-20T06:32:28.682Z
aut-ecu,AUT,ECU,奥地利,厄瓜多尔,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:34:26.304Z
aut-ecu,AUT,ECU,奥地利,厄瓜多尔,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/austria/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
aut-ecu,AUT,ECU,奥地利,厄瓜多尔,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te1438/austria/record-opponent/,0,2026-05-20T06:23:57.054Z
aut-ecu,AUT,ECU,奥地利,厄瓜多尔,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/13/2026/Austria.html,0,2026-05-20T06:34:18.397Z
aut-hai,AUT,HAI,奥地利,海地,confirmed_four_sources_no_match,international_results,no_match,https://github.com/martj42/international_results/blob/master/results.csv,0,2026-05-20T06:32:44.922Z
aut-hai,AUT,HAI,奥地利,海地,confirmed_four_sources_no_match,11v11,no_match,https://www.11v11.com/teams/austria/tab/opposingTeams/,0,2026-05-20T06:23:57.054Z
aut-hai,AUT,HAI,奥地利,海地,confirmed_four_sources_no_match,worldfootball,no_match,https://www.worldfootball.net/teams/te1438/austria/record-opponent/,0,2026-05-20T06:23:57.054Z
aut-hai,AUT,HAI,奥地利,海地,confirmed_four_sources_no_match,national_football_teams,no_match,https://www.national-football-teams.com/country/13/2026/Austria.html,0,2026-05-20T06:32:28.682Z
